"","V1","V2"
"1",0.210131544747856,0.6823592452507
"2",-0.0985267996700713,0.550208029503119
"3",0.175115289909809,0.548781343748851
"4",0.00190698780315873,0.544230493697978
"5",-0.0586839533862075,0.514004113228293
"6",-0.0841674017461173,0.504959005933233
"7",0.00266581347025213,0.419709205447675
"8",0.119209771052556,0.727190070020152
"9",-0.0112628408651971,0.520518230054676
"10",-0.0556033452745396,0.436291360291215
"11",-0.0985752155609589,0.441095611666241
"12",-0.0266709493982489,0.68764067959637
"13",0.0996416964544551,0.576712684909762
"14",-0.0868157784205777,0.507991715539355
"15",0.0488407618639031,0.665026905749982
"16",0.00900993703635906,0.402455049885907
"17",0.0511010410613372,0.525109356982285
"18",-0.113600561223768,0.481598489920861
"19",0.0675323684623665,0.466407012534637
"20",0.101769434546441,0.437640539483982
"21",-0.00638154320622523,0.497051577776437
"22",-0.0920235927897816,0.344822796453489
"23",0.0298980735739737,0.364841545635821
"24",-0.0147881828181208,0.461299518464648
"25",0.0128446316684376,0.570016253569394
"26",-0.00739569385646154,0.523219034649458
"27",0.0142235459627955,0.564743758087206
"28",0.111687840832906,0.395327997598633
"29",-0.0930972763351746,0.580928775733627
"30",0.0851059599226574,0.773416938062292
"31",0.143115714562918,0.703972444057718
"32",-0.00238961322065727,0.454266854486559
"33",0.0226941142289425,0.647164419031469
"34",-0.0205845537833397,0.528413170024168
"35",-0.0329725350561157,0.571565938360812
"36",0.0547134985600451,0.716048778917411
"37",0.113542780009811,0.593639290740157
"38",-0.0750074287347615,0.556929206216409
"39",0.112706616896503,0.364664578035443
"40",-0.0281442904640128,0.329941707876651
"41",0.0681841643467115,0.578347715069367
"42",-0.0562571677491632,0.443172820824292
"43",0.16183032974286,0.529479759405172
"44",0.117610944761077,0.499453415637345
"45",-0.026615529953665,0.367656437095666
"46",0.0690344159566394,0.47731314210705
"47",0.0422738019874032,0.668952082569194
"48",0.136847183018938,0.453867928979115
"49",-0.118625840552994,0.465471124495002
"50",-0.0242772875127684,0.355526281933452
"51",-0.0236602857135049,0.603776071822836
"52",0.00381900235515221,0.467102569206758
"53",0.078639398455448,0.622500181030136
"54",0.104505771683739,0.528509601830137
"55",-0.0256936071047676,0.711034337467572
"56",0.208323507596731,0.56629475905288
"57",0.00633955350019957,0.586391597835612
"58",0.114411669909856,0.463710049814949
"59",-0.0697589883290845,0.418232769819792
"60",0.0517735997542322,0.574695598533981
"61",-0.0071786855532536,0.480770109314971
"62",-0.0611334834775334,0.601802353099629
"63",0.0442221089828754,0.543625655579343
"64",0.0974341523375928,0.437339474797977
"65",0.00877524058105245,0.4741380367273
"66",-0.125009474807666,0.456511791229422
"67",-0.0449530929609863,0.422436249659585
"68",0.197423751765746,0.665237995095958
"69",-0.0865830740483943,0.446011767047457
"70",0.0436168808703486,0.577192308958024
"71",-0.00999124158188311,0.46281551211432
"72",-0.00276103056951424,0.431170514843513
"73",-0.044273411004724,0.478604785032075
"74",0.0556588215287767,0.684805679600686
"75",-0.0860669892754913,0.532558430262088
"76",0.0986764591571037,0.545907858127112
"77",-0.0778478237974923,0.643783609516685
"78",0.0312920425192707,0.48401737529448
"79",0.0356062068800385,0.450838615556131
